footpath_id,address,clue_sa,asset_type,deltaz,distance,grade1in,mcc_id,mccid_int,rlmax,rlmin,segside,statusid,streetid,street_group,start_lat,start_lon,end_lat,end_lon
21359,La Trobe Street between Exhibition Street and Russell Street,"Melbourne, CBD",Road Footway,0.66,60.51,91.7,1387709.0,20018.0,26.76,26.1,North,2.0,780.0,22319.0,-37.808096225386635,144.9685601974589,-37.80829663430222,144.96777394654114
30337,Elgin Street between Canning Street and Rathdowne Street,Carlton,Road Footway,1.65,61.25,37.1,1390621.0,20654.0,30.49,28.84,North,2.0,598.0,30706.0,-37.79751957127319,144.97185381171437,-37.797588627366146,144.9727379523523
27330,Faraday Street between Lygon Street and Cardigan Street,Carlton,Road Footway,0.2,21.89,109.4,1384701.0,20813.0,44.5,44.3,South,2.0,621.0,28878.0,-37.79866302519946,144.96595174911272,-37.798694552220006,144.96648636374883
17635,Little Lonsdale Street between Swanston Street and Elizabeth Street,"Melbourne, CBD",Road Footway,1.81,42.1,23.3,1390583.0,20040.0,15.92,14.11,South,2.0,825.0,18008.0,-37.81103213198203,144.96287284993588,-37.81085754605776,144.96348885107568
21330,,"Melbourne, CBD",Road Footway,2.62,52.6,20.1,1386326.0,0.0,20.74,18.12,,0.0,0.0,21652.0,-37.807817953189115,144.9621516624507,-37.807647550255325,144.96273835293832
24299,Earl Street between Lygon Street and Cardigan Street,Carlton,Road Footway,1.21,27.74,22.9,1384570.0,20740.0,35.12,33.91,,3.0,592.0,25348.0,-37.80598776364588,144.96527021818423,-37.806051326370785,144.9658432505941
18729,Queen Street between Franklin Street and Therry Street,"Melbourne, CBD",Road Footway,0.83,74.52,89.8,1386317.0,21630.0,24.17,23.34,East,2.0,1010.0,19487.0,-37.80850374466725,144.9580137254649,-37.807673625536744,144.95821001606942
30276,Barkly Street between Nicholson Street and Canning Street,Carlton,Road Footway,3.43,166.3,48.5,1384240.0,20596.0,30.47,27.04,North,2.0,415.0,30650.0,-37.798054461371926,144.97455023509355,-37.798964535890576,144.9728690413019
25735,Gisborne Street between Albert Street and Victoria Parade,East Melbourne,Road Footway,1.42,92.53,65.2,1384757.0,20895.0,43.94,42.52,West,2.0,657.0,26080.0,-37.80938094629458,144.9754476467704,-37.808490775758365,144.97565399368324
23196,Grattan Street between Berkeley Street and Royal Parade,Parkville,Road Footway,2.02,64.74,32.0,1384504.0,20851.0,34.12,32.1,North,2.0,674.0,26661.0,-37.799712616776134,144.9587337956498,-37.79965264624821,144.95790422615127
29711,Cardigan Street between Pelham Street and Argyle Place North,Carlton,Road Footway,0.24,14.4,60.0,1384629.0,20509.0,37.55,37.31,East,2.0,483.0,30722.0,-37.802091676366786,144.96536717647518,-37.80253722924465,144.96525159805762
26325,,Carlton,Road Footway,2.19,61.71,28.2,1389937.0,0.0,36.91,34.72,,0.0,0.0,27726.0,-37.80003948599928,144.95919250067197,-37.80009706626083,144.9597076589555
27684,Keppel Street between Lygon Street and Palmerston Street,Carlton,Road Footway,4.41,94.1,21.3,1389865.0,20501.0,45.1,40.69,West,2.0,755.0,27685.0,-37.79626274119272,144.96672554603418,-37.7970059606393,144.96740274935104
16910,A'Beckett Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,7.02,121.81,17.4,1390158.0,21649.0,22.97,15.95,South,2.0,368.0,16910.0,-37.80998259081685,144.9585917564456,-37.8095006575447,144.96032692717324
26395,,East Melbourne,Road Footway,1.41,45.04,31.9,1384736.0,0.0,42.13,40.72,,0.0,0.0,26395.0,-37.80830946348749,144.97399934312028,-37.80837959236187,144.97463219902104
21695,Little Bourke Street between Spring Street and Exhibition Street,"Melbourne, CBD",Road Footway,1.8,45.62,25.3,1388676.0,20049.0,26.52,24.72,South,2.0,809.0,22346.0,-37.81108023666978,144.97029194040948,-37.810925292202334,144.97086394275956
22334,Little Lonsdale Street between Spring Street and Exhibition Street,"Melbourne, CBD",Road Footway,3.18,74.75,23.5,1387025.0,20034.0,27.5,24.32,North,2.0,825.0,27428.0,-37.809032090614025,144.96935043243718,-37.808763420744135,144.97034654325046
22273,Elizabeth Street between Queensberry Street and Pelham Street,North Melbourne,Road Footway,6.82,206.2,30.2,1389988.0,21115.0,33.38,26.56,West,1.0,599.0,23580.0,-37.80191216401732,144.95713060557975,-37.80386201859946,144.95809086600582
16778,Intersection of Royal Parade and Gatehouse Street,Parkville,Road Footway,0.78,55.65,71.3,1388188.0,22372.0,42.26,41.48,,1.0,1041.0,28842.0,-37.79190579032978,144.95885610658075,-37.79246523415507,144.958702961143
14563,,"Melbourne, CBD",Road Footway,1.84,57.04,31.0,1387659.0,0.0,25.54,23.7,,0.0,0.0,32346.0,-37.81023280987387,144.95781698955508,-37.810414698134736,144.95719623865008
29700,Dorrit Street between Grattan Street and Faraday Street,Carlton,Road Footway,0.98,92.57,94.4,1384500.0,20758.0,44.08,43.1,,3.0,575.0,29876.0,-37.79898934259849,144.96652725785557,-37.800278110289995,144.96630723326314
22212,,North Melbourne,Road Footway,0.83,39.59,47.7,1385074.0,0.0,27.36,26.53,,0.0,0.0,23580.0,-37.80379350023573,144.9575084939946,-37.803854257882904,144.95801898140766
23249,Leicester Street between Berkeley Street and Queensberry Street,Carlton,Road Footway,1.2,68.15,56.8,1384685.0,20455.0,22.73,21.53,East,2.0,786.0,24942.0,-37.80501676309918,144.9602952267283,-37.80439761607214,144.96044459118468
25738,,East Melbourne,Road Footway,5.41,141.41,26.1,1466981.0,0.0,39.94,34.53,,0.0,0.0,26082.0,-37.81045531530041,144.97300249480284,-37.80954367739935,144.9743579039069
30249,,Carlton,Road Footway,0.65,64.76,99.6,1466074.0,0.0,41.72,41.07,,0.0,0.0,30384.0,-37.80246779720597,144.97200190220875,-37.80306461307368,144.97323155600782
24568,,Carlton,Road Footway,1.03,71.55,69.5,1532929.0,0.0,44.34,43.31,,0.0,0.0,24897.0,-37.798362273961146,144.9656626612223,-37.798239381683075,144.96452530220768
19891,Franklin Street between Swanston Street and Elizabeth Street,"Melbourne, CBD",Road Footway,0.58,64.91,111.9,1386315.0,21633.0,17.35,16.77,South,2.0,644.0,20247.0,-37.80822623033619,144.9606070506369,-37.808016328472924,144.96145724008414
19136,Russell Street between Little Lonsdale Street and La Trobe Street,"Melbourne, CBD",Road Footway,4.17,88.04,21.1,1387624.0,20153.0,29.54,25.37,West,2.0,1045.0,24992.0,-37.809047735043,144.96619517552202,-37.80985206213962,144.96658989413342
25671,,Carlton,Road Footway,1.6,40.43,25.3,1384670.0,0.0,31.91,30.31,,0.0,0.0,26351.0,-37.80474977206516,144.9636438008592,-37.80480978244736,144.96418891244838
23660,Harwood Place from Little Bourke Street,"Melbourne, CBD",Road Footway,0.0,0.0,0.0,1388366.0,20229.0,0.0,0.0,,3.0,694.0,23993.0,-37.81073114127314,144.97156496301753,-37.811227143598906,144.97179581723498
24260,,Carlton,Road Footway,2.95,71.64,24.3,1384770.0,0.0,27.52,24.57,,0.0,0.0,25997.0,-37.803563375471136,144.95934297837468,-37.80402126486732,144.95955371655052
21376,Corrs Lane between Little Bourke Street and Lonsdale Street,"Melbourne, CBD",Road Footway,0.03,10.34,343.4,1387339.0,20270.0,18.12,18.09,,3.0,538.0,21376.0,-37.811535508885314,144.96846733984603,-37.81096323773357,144.9682055957787
21332,Franklin Street between Swanston Street and Elizabeth Street,"Melbourne, CBD",Road Footway,0.56,34.63,61.8,1386638.0,21633.0,18.14,17.58,South,2.0,644.0,22294.0,-37.80784490597667,144.96205616738013,-37.8079684245901,144.96150405428153
16777,,Parkville,Road Footway,1.21,185.27,153.1,1389659.0,0.0,42.48,41.27,,0.0,0.0,16777.0,-37.79070889279378,144.95831515140597,-37.79183100463303,144.95817664918278
30183,Canning Street between Pitt Street and Kay Street,Carlton,Road Footway,0.79,49.61,62.8,1384218.0,20587.0,27.06,26.27,West,2.0,479.0,30585.0,-37.79578288490792,144.97304967961554,-37.79533522446143,144.97316778583203
28098,Kelvin Place between Cardigan Street and Swanston Street,Carlton,Road Footway,1.22,62.96,51.6,1384772.0,20803.0,35.54,34.32,,3.0,751.0,28926.0,-37.803751511047146,144.96379799004498,-37.803849924410976,144.96471151684798
19892,Literature Lane between Little La Trobe Street and Little La Trobe Street,"Melbourne, CBD",Road Footway,3.41,75.51,22.1,1385801.0,21645.0,19.35,15.94,,3.0,120083.0,19895.0,-37.80897293631662,144.96286318539146,-37.8092390376837,144.96193405403156
25429,,East Melbourne,Road Footway,3.4,107.48,31.6,1384711.0,0.0,41.88,38.48,,0.0,0.0,25429.0,-37.80968065981278,144.97817021764382,-37.80955048568792,144.97696549972682
27296,Rathdowne Street between Neill Street and Princes Street,Carlton,Road Footway,1.22,114.35,93.7,1477322.0,20639.0,31.07,29.85,West,2.0,1024.0,28597.0,-37.79342461272185,144.97105131604602,-37.79453793199592,144.97084166988103
28133,,Carlton,Road Footway,2.79,77.01,27.6,1466032.0,0.0,40.51,37.72,,0.0,0.0,29578.0,-37.8070269723601,144.9712934896297,-37.806492176443065,144.97193882489583
17250,A'Beckett Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,2.54,57.56,22.7,1386319.0,21649.0,21.51,18.97,North,2.0,368.0,18332.0,-37.80982714827224,144.95851962833544,-37.80964072040725,144.9592369289169
24396,,East Melbourne,Road Footway,3.81,156.08,41.0,1384903.0,0.0,37.33,33.52,,0.0,0.0,24396.0,-37.81092118899669,144.97611827015584,-37.81110488342585,144.97779513187322
24356,,"Melbourne, CBD",Road Footway,1.43,34.14,23.9,1387186.0,0.0,29.36,27.93,,0.0,0.0,24356.0,-37.8107412745256,144.97115180153884,-37.81056395764581,144.97175765137172
26691,,Carlton,Road Footway,2.61,55.07,21.1,1388968.0,0.0,32.92,30.31,,0.0,0.0,28926.0,-37.80448072512485,144.96365054585885,-37.80453118348746,144.96413905111916
21573,Fitzgibbon Street between Morrah Street and Bayles Street,Parkville,Road Footway,1.98,70.0,35.4,1388094.0,22356.0,38.47,36.49,West,2.0,629.0,21574.0,-37.79450471286352,144.95684310198234,-37.79518650111717,144.95673197885915
28910,Bouverie Street between Pelham Street and Lincoln Square North,Carlton,Road Footway,0.87,45.52,52.3,1384617.0,22504.0,30.14,29.27,East,2.0,456.0,29716.0,-37.802214792801244,144.962298851855,-37.801769518084534,144.96241476869113
21579,Wimble Street between Morrah Street and Park Drive,Parkville,Road Footway,0.83,70.52,85.0,1388740.0,22348.0,35.29,34.46,East,2.0,1183.0,21579.0,-37.7944428202354,144.95602412154975,-37.79512214651436,144.95591398458274
19527,La Trobe Street between Russell Street and Swanston Street,"Melbourne, CBD",Road Footway,6.2,175.37,28.3,1388667.0,20020.0,29.55,23.35,South,2.0,780.0,24992.0,-37.809047734357634,144.96619517497282,-37.80959648298038,144.9642118008399
25447,,East Melbourne,Road Footway,2.63,93.18,35.4,1467122.0,0.0,31.92,29.29,,0.0,0.0,32175.0,-37.81086669735426,144.97861522495572,-37.810414073016204,144.9799141354224
29704,Lygon Street between Argyle Place North and Grattan Street,Carlton,Road Footway,2.79,105.77,37.9,1384450.0,20530.0,42.88,40.09,East,2.0,840.0,30231.0,-37.800890984382974,144.96707644285866,-37.80197776632526,144.96682726933943
17976,,"Melbourne, CBD",Road Footway,1.32,60.98,46.2,1390211.0,0.0,20.9,19.58,,0.0,0.0,18332.0,-37.80896997191436,144.9589190299081,-37.80941978482063,144.95912794180026
19845,,North Melbourne,Road Footway,1.44,94.82,65.8,1385878.0,0.0,35.75,34.31,,0.0,0.0,20939.0,-37.803430126018355,144.95424804765722,-37.80355551715532,144.95538810939362
29906,Pelham Street between Drummond Street and Lygon Street,Carlton,Road Footway,0.6,53.0,88.3,1384453.0,21557.0,39.71,39.11,South,2.0,975.0,30058.0,-37.80296885549736,144.96672062615352,-37.803036132252224,144.96753410200597
27464,Victoria Parade,East Melbourne,Road Footway,4.97,130.73,26.3,1467024.0,30722.0,44.71,39.74,,6.0,1151.0,28481.0,-37.80843186461022,144.97684270731762,-37.80851739301242,144.97844439137722
15131,La Trobe Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,2.06,39.92,19.4,1387426.0,20024.0,19.37,17.31,South,2.0,780.0,15999.0,-37.811008757592,144.9593990658449,-37.810864843593954,144.9599882865837
19128,,"Melbourne, CBD",Road Footway,3.2,92.96,29.0,1387548.0,0.0,26.55,23.35,,0.0,0.0,22599.0,-37.809092746904454,144.96505104028788,-37.80929927058418,144.9643514726657
19108,,"Melbourne, CBD",Road Footway,2.21,76.02,34.4,1389290.0,0.0,18.15,15.94,,0.0,0.0,19108.0,-37.80952312272448,144.9595809855209,-37.809292829001954,144.96037291171862
23601,Victoria Street between Cardigan Street and Swanston Street,Carlton,Road Footway,4.39,93.72,21.3,1387245.0,21607.0,28.13,23.74,North,1.0,1152.0,26021.0,-37.806561030335594,144.9630814573419,-37.806662017368886,144.9642262141946
19862,,North Melbourne,Road Footway,1.22,53.03,43.5,1385080.0,0.0,29.59,28.37,,0.0,0.0,19863.0,-37.804871856784,144.95639455764498,-37.80415651045776,144.95652497981467
23535,Swanston Street between Faraday Street and Elgin Street,Carlton,Road Footway,0.82,126.48,154.2,1384182.0,20492.0,44.11,43.29,East,2.0,1114.0,24897.0,-37.79699367020485,144.96473911070768,-37.798235188717186,144.96448650665866
19787,Park Drive between Morrah Street and Bayles Street,Parkville,Road Footway,2.59,97.8,37.8,1390564.0,22346.0,33.9,31.31,West,2.0,956.0,20513.0,-37.79523406530265,144.95469680696274,-37.79441803733349,144.9554692624476
25968,Cardigan Street between Grattan Street and Faraday Street,Carlton,Road Footway,4.83,190.07,39.4,1384589.0,20514.0,44.52,39.69,West,2.0,483.0,26984.0,-37.79863475889035,144.96565359307144,-37.800431712921146,144.96530769069432
13239,,"West Melbourne, Residential",Road Footway,0.87,75.68,87.0,1467881.0,0.0,30.18,29.31,,0.0,0.0,15114.0,-37.808641501876906,144.95484735779684,-37.80941669162,144.95516018817776
25261,,Carlton,Road Footway,0.76,105.64,139.0,1389849.0,0.0,48.03,47.27,,0.0,0.0,25607.0,-37.795535367863934,144.96615793897172,-37.79467044704149,144.96547128024363
15875,Intersection of Royal Parade and Gatehouse Street,Parkville,Road Footway,0.97,281.41,290.1,1390551.0,22372.0,41.86,40.89,,1.0,1041.0,16793.0,-37.79199448183644,144.9581564711631,-37.792452678572346,144.9580999685164
26407,,East Melbourne,Road Footway,0.78,45.0,57.7,1389028.0,0.0,42.52,41.74,,0.0,0.0,26415.0,-37.80943663701525,144.97590037559561,-37.809484533969496,144.97636645630845
28939,Drummond Place between Drummond Street and Finlay Place,Carlton,Road Footway,0.03,18.43,612.2,1384264.0,20729.0,40.52,40.49,,3.0,582.0,29356.0,-37.80374521218365,144.9671684601429,-37.803798210153715,144.96774099517827
25385,Nicholson Street between Albert Street and Victoria Street,East Melbourne,Road Footway,0.4,40.29,100.7,1387956.0,21554.0,38.92,38.52,East,2.0,931.0,26395.0,-37.8082337850601,144.97331644442338,-37.8086886216295,144.97320147603486
28948,Drummond Street between Pelham Street and Grattan Street,Carlton,Road Footway,1.02,64.57,63.3,1384459.0,20546.0,42.32,41.3,East,2.0,583.0,29566.0,-37.80285821239779,144.96818191879552,-37.80214757561709,144.9683698773208
30074,,Carlton,Road Footway,10.4,218.93,21.1,1384466.0,0.0,43.09,32.69,,0.0,0.0,30633.0,-37.800492126144405,144.9701616674662,-37.799835592035286,144.97132577082826
24872,Lytton Street between Lygon Street and Cardigan Street,Carlton,Road Footway,2.65,84.97,32.1,1384172.0,20771.0,43.72,41.07,North,2.0,841.0,26952.0,-37.79349495537636,144.96684670525534,-37.79359057752794,144.96798897496225
24253,Intersection of Elizabeth Street and Flemington Road,Carlton,Road Footway,1.23,76.82,62.5,1386586.0,20594.0,33.35,32.12,,1.0,0.0,25992.0,-37.80177117671772,144.9577887885142,-37.80081613176614,144.95769747588474
23870,Elizabeth Street between Flemington Road and Grattan Street,Carlton,Road Footway,0.97,81.97,84.5,1388437.0,21551.0,32.15,31.18,East,1.0,599.0,25992.0,-37.79988533379608,144.95781172604896,-37.800833883989625,144.95776107067206
23996,Nicholson Street between Spring Street and Albert Street,East Melbourne,Road Footway,3.55,155.27,43.7,1467331.0,21553.0,37.67,34.12,East,2.0,931.0,26082.0,-37.809397967399505,144.97307805196237,-37.81082134447308,144.9730540729225
28641,Bouverie Street between Lincoln Square North and Grattan Street,Carlton,Road Footway,1.37,48.93,35.7,1384776.0,20468.0,32.11,30.74,East,2.0,456.0,29889.0,-37.800960281124944,144.96255593375875,-37.801496578353294,144.9624242243358
28057,,Carlton,Road Footway,2.75,39.85,14.5,1389939.0,0.0,36.49,33.74,,0.0,0.0,29889.0,-37.80109307832447,144.9636881997615,-37.801038714015434,144.96320675257712
29847,,Carlton,Road Footway,1.03,50.01,48.5,1388931.0,0.0,30.1,29.07,,0.0,0.0,29848.0,-37.79586268835896,144.97209410076744,-37.795791203225605,144.97143284006532
26305,,Carlton,Road Footway,1.82,79.29,43.6,1384588.0,0.0,39.93,38.11,,0.0,0.0,26984.0,-37.80043167032351,144.96530766630542,-37.800307711617215,144.96416980976218
25972,Grattan Street between Swanston Street and Bouverie Street,Parkville,Road Footway,3.02,80.37,26.6,1390587.0,20847.0,37.52,34.5,North,2.0,674.0,28902.0,-37.80026961541326,144.96382702566427,-37.800174749559744,144.96269360906123
29340,,Carlton,Road Footway,2.76,58.83,21.3,1465441.0,0.0,33.28,30.52,,0.0,0.0,29716.0,-37.801769518084534,144.96241476869113,-37.80225124756057,144.96297898972549
29487,Rathdowne Street between Elgin Street and Palmerston Street,Carlton,Road Footway,0.82,91.54,111.6,1384344.0,20565.0,32.67,31.85,East,2.0,1024.0,30335.0,-37.796462080336426,144.9708731375846,-37.79735639050684,144.97066027123634
30021,Little Palmerston Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,0.79,24.26,30.7,1384205.0,20697.0,33.91,33.12,,3.0,828.0,30021.0,-37.796601576412634,144.96958803273682,-37.796657579203924,144.9702037675991
26722,Victoria Parade,East Melbourne,Road Footway,0.78,21.81,28.0,1467333.0,30721.0,38.91,38.13,,9.0,1151.0,26723.0,-37.80784528341324,144.97300455287768,-37.80782267897428,144.97255120748463
21646,,"Melbourne, CBD",Road Footway,0.48,52.98,110.4,1387493.0,0.0,19.99,19.51,,0.0,0.0,32446.0,-37.80652382206706,144.960528536265,-37.80659662395624,144.9611947540778
30050,,Carlton,Road Footway,0.41,14.38,35.1,1466284.0,0.0,37.92,37.51,,0.0,0.0,30722.0,-37.8030068307855,144.96570548239697,-37.80270119551782,144.96526243890443
11508,William Street between La Trobe Street and A'Beckett Street,"West Melbourne, Residential",Road Footway,1.16,77.08,66.4,1389541.0,21519.0,28.91,27.75,West,2.0,1179.0,15114.0,-37.810818940897576,144.95580531987142,-37.811664407347614,144.9562334697273
32654,Rathdowne Street between Faraday Street and Elgin Street,Carlton,Road Footway,1.34,49.51,36.9,1384164.0,20563.0,35.43,34.09,West,2.0,1024.0,32654.0,-37.79858176287933,144.97013217388778,-37.797981001117975,144.97028260738728
24990,Drummond Street between Victoria Street and Queensberry Street,Carlton,Road Footway,4.4,114.62,26.0,1384391.0,20542.0,37.54,33.14,East,2.0,583.0,24990.0,-37.807014891347976,144.9674939575203,-37.80593357833597,144.96772061925563
28034,Lygon Street between Faraday Street and Elgin Street,Carlton,Road Footway,3.22,137.29,42.6,1389880.0,20534.0,43.31,40.09,West,2.0,840.0,28620.0,-37.79728232425737,144.96739453708219,-37.79852211552135,144.9671339126896
30374,Faraday Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,2.82,95.18,33.8,1388958.0,20710.0,39.51,36.69,South,2.0,621.0,30619.0,-37.798998079073314,144.9689039642582,-37.79905914028116,144.97004938477087
23534,,Carlton,Road Footway,0.85,67.51,79.4,1384181.0,0.0,44.1,43.25,,0.0,0.0,24897.0,-37.79708955716671,144.9656218636359,-37.79702519228511,144.96502930180716
30321,Kay Street between Canning Street and Rathdowne Street,Carlton,Road Footway,1.19,49.83,41.9,1384288.0,20573.0,27.46,26.27,North,2.0,750.0,30453.0,-37.79506156666811,144.97317169671342,-37.79503117150863,144.9725756079423
26426,Victoria Parade between Morrison Place and Lansdowne Street,East Melbourne,Road Footway,4.84,129.98,26.9,1384753.0,21566.0,44.54,39.7,,1.0,1151.0,27466.0,-37.8086192005417,144.9768492046855,-37.80873853721715,144.97832872061477
26015,Queensberry Street between Cardigan Street and Swanston Street,Carlton,Road Footway,2.61,55.07,21.1,1388968.0,22500.0,32.92,30.31,North,2.0,1008.0,28926.0,-37.80448462428443,144.96344743550938,-37.804531728338496,144.9641446290097
25698,,Carlton,Road Footway,3.98,108.69,27.3,1466029.0,0.0,36.72,32.74,,0.0,0.0,29578.0,-37.80657585933282,144.9693345537153,-37.8055913086831,144.9696508777316
24372,Gisborne Street between Cathedral Place and Albert Street,East Melbourne,Road Footway,1.57,54.55,34.7,1384756.0,21849.0,42.3,40.73,West,2.0,657.0,25744.0,-37.81048544497649,144.9752642120129,-37.809662078784335,144.975465195288
24665,,East Melbourne,Road Footway,3.62,61.6,17.0,1466935.0,0.0,37.72,34.1,,0.0,0.0,25374.0,-37.80896971911198,144.97212160071228,-37.808906794700405,144.9728465605267
26378,,Carlton,Road Footway,3.77,83.0,22.0,1466020.0,0.0,36.09,32.32,,0.0,0.0,29578.0,-37.80696237160113,144.9697141320306,-37.80670885846213,144.97076169040517
29838,,Carlton,Road Footway,0.85,106.45,125.2,1388926.0,0.0,27.1,26.25,,0.0,0.0,30453.0,-37.79372086975355,144.97340426704844,-37.794809383213504,144.9732149391886
24399,,East Melbourne,Road Footway,3.8,101.46,26.7,1389961.0,0.0,38.12,34.32,,0.0,0.0,25746.0,-37.81085401343329,144.97798156967232,-37.809954304852816,144.97812571303066
18229,,Parkville,Road Footway,1.0,44.69,44.7,1465405.0,0.0,38.09,37.09,,0.0,0.0,18997.0,-37.792598905512406,144.9568770295404,-37.79271726162808,144.95633662656343
21990,Exploration Lane between La Trobe Street and Little Lonsdale Street,"Melbourne, CBD",Road Footway,0.0,0.0,0.0,1390474.0,20279.0,23.39,23.39,,3.0,616.0,23294.0,-37.809329190112656,144.96835909703887,-37.808522338359396,144.9679844282246
18736,Literature Lane between Little La Trobe Street and Little La Trobe Street,"Melbourne, CBD",Road Footway,3.99,103.86,26.0,1389321.0,21645.0,19.69,15.7,,3.0,120083.0,19514.0,-37.80937540900865,144.96166206914057,-37.80919326707311,144.96289878210197
28669,,Carlton,Road Footway,2.22,45.02,20.3,1466278.0,0.0,33.54,31.32,,0.0,0.0,30370.0,-37.802019415011465,144.9605216316652,-37.80152484476442,144.9602502526272
19094,Victoria Street between Elizabeth Street and O'Connell Street,"Melbourne, CBD",Road Footway,1.58,53.28,33.7,1387498.0,22670.0,21.92,20.34,South,1.0,1152.0,19879.0,-37.806375035400094,144.95920445775602,-37.80629552993295,144.95848326792003
28454,,Carlton,Road Footway,2.2,145.34,66.1,1384420.0,0.0,35.49,33.29,,0.0,0.0,28970.0,-37.800931558081814,144.97250471375685,-37.80110754885715,144.97416819409284
27010,,Carlton,Road Footway,1.85,92.7,50.1,1384547.0,0.0,30.55,28.7,,0.0,0.0,27743.0,-37.80232375492522,144.96081186099275,-37.80244946960063,144.96195008368827
25399,Albert Street between Nicholson Street and Gisborne Street,East Melbourne,Road Footway,3.0,134.84,44.9,1384841.0,20889.0,42.32,39.32,North,2.0,375.0,26080.0,-37.8092316281811,144.97387159721615,-37.80938094629458,144.9754476467704
23954,Victoria Street between La Trobe Street and Rathdowne Street,"Melbourne, CBD",Road Footway,1.08,46.72,43.3,1386316.0,21599.0,31.95,30.87,South,1.0,1152.0,24325.0,-37.80751796211072,144.96962298203147,-37.807559351543844,144.97029973016944
24680,Albert Street between Nicholson Street and Gisborne Street,East Melbourne,Road Footway,0.64,16.52,25.8,1384914.0,20889.0,38.36,37.72,South,2.0,375.0,26082.0,-37.80943253804335,144.97361327185004,-37.80940285660225,144.9731190736847
25346,Orr Street between Victoria Street and Earl Street,Carlton,Road Footway,0.81,46.95,58.0,1384642.0,20739.0,33.54,32.73,,3.0,948.0,25346.0,-37.80608607040371,144.9653291414459,-37.80656493670843,144.9652303958425
29460,Station Street between Kay Street and Princes Street,Carlton,Road Footway,0.22,28.44,129.2,1384229.0,20877.0,25.46,25.24,East,2.0,1092.0,29833.0,-37.79309473827633,144.974847789792,-37.79365455971149,144.97472033567902
32663,MacArthur Place North between Canning Street and Rathdowne Street,Carlton,Road Footway,2.19,92.91,42.4,1384177.0,20670.0,32.9,30.71,North,2.0,843.0,32663.0,-37.79804445674321,144.97092819099888,-37.79814516568025,144.97205336180534
29939,,Carlton,Road Footway,4.01,87.59,21.8,1466070.0,0.0,42.51,38.5,,0.0,0.0,30384.0,-37.801390007709635,144.97213683696702,-37.80195207098859,144.97136914854886
28418,Little Cardigan Street between Queensberry Street and Cardigan Street,Carlton,Road Footway,0.0,0.0,0.0,1389007.0,20747.0,0.0,0.0,,3.0,810.0,28419.0,-37.80465570928728,144.96526955239582,-37.80376329801617,144.96542342671728
23197,,Parkville,Road Footway,2.02,64.74,32.0,1384504.0,0.0,34.12,32.1,,0.0,0.0,26661.0,-37.79962215621101,144.95790731463023,-37.79969603839845,144.9585823253901
22219,Morrah Street between Fitzgibbon Street and Wimble Street,Parkville,Road Footway,0.78,45.41,58.2,1390561.0,22325.0,35.3,34.52,North,2.0,912.0,22531.0,-37.795445108393295,144.955899016798,-37.79552240243051,144.95669040903334
24601,Oxford Street between Blackwood Street and Wreckyn Street,North Melbourne,Road Footway,3.2,66.84,20.9,1386190.0,21127.0,27.53,24.33,,3.0,951.0,25306.0,-37.800447172885214,144.9542755088849,-37.80108845692847,144.95509629457496
28607,Elgin Street between Drummond Street and Lygon Street,Carlton,Road Footway,3.61,98.93,27.4,1384075.0,20689.0,39.71,36.1,North,2.0,598.0,29092.0,-37.797169505716184,144.96888143906497,-37.79707511308058,144.9677376782366
29576,Carlton Street between Canning Street and Rathdowne Street,Carlton,Road Footway,6.83,170.58,25.0,1384352.0,20682.0,43.72,36.89,South,2.0,486.0,30384.0,-37.800860275706576,144.97010151499092,-37.801050928390005,144.97213966468354
29839,Canning Street between Kay Street and Neill Street,Carlton,Road Footway,0.85,106.45,125.2,1388926.0,20589.0,27.1,26.25,West,2.0,479.0,30453.0,-37.79370132336796,144.97344871762752,-37.79506152522455,144.97317171733116
20967,,"Melbourne, CBD",Road Footway,0.6,71.15,118.6,1389509.0,0.0,19.33,18.73,,0.0,0.0,32446.0,-37.806926848680746,144.96020024756638,-37.806628474974865,144.96120525848622
27289,Princes Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,1.84,54.95,29.9,1384270.0,20643.0,32.71,30.87,,1.0,999.0,28018.0,-37.792664552455285,144.97116288286617,-37.792601727741,144.97030083561125
15715,,"Melbourne, CBD",Road Footway,3.63,85.0,23.4,1386759.0,0.0,18.6,14.97,,0.0,0.0,15999.0,-37.8111781142606,144.95962900707522,-37.81086910457349,144.96067092390228
19856,Capel Street between Victoria Street and Queensberry Street,North Melbourne,Road Footway,2.59,142.39,55.0,1385087.0,20945.0,33.13,30.54,East,2.0,482.0,20942.0,-37.80386373498932,144.95568239372744,-37.80517227985123,144.9554122250747
28592,,Carlton,Road Footway,0.64,134.9,210.7,1384412.0,0.0,30.5,29.86,,0.0,0.0,30846.0,-37.793624702984815,144.97133921914318,-37.794338803704726,144.971217881572
24385,,East Melbourne,Road Footway,4.81,90.23,18.8,1384949.0,0.0,37.93,33.12,,0.0,0.0,30432.0,-37.81086864135182,144.9754391417566,-37.81175000052738,144.97529950545916
